product_url,product_title,gender,sale_price,discount,mrp,color,product_code,no_of_reviews,star_rating,description,image
https://www.nike.com/in/t/court-vision-low-next-nature-shoe-p3CnbT/DH3158-106,Nike Court Vision Low Next Nature,Women,4 995,0,4 995,White/Muslin/Metallic Gold Star/Team Red,DH3158-106,23,4.8,"In love with the classic look of '80s basketball but have a thing for the fast-paced culture of today's game?Meet the Nike Court Vision Low Next Nature.Made from at least 20% recycled materials by weight, its crisp upper and stitched overlays are inspired by the days of hook-shots and tube socks.The padded collar and rubber outsole bring comfort and traction for your world.",https://static.nike.com/a/images/t_PDP_1280_v1/f_auto/d9b5767a-a724-4089-92fd-f568a06decf1/court-vision-low-next-nature-shoes-p3CnbT.png
https://www.nike.com/in/t/nikecourt-legacy-next-nature-shoes-rdTfqH/DH3161-106,NikeCourt Legacy Next Nature,Women,5 695,0,5 695,Summit White/Sail/Pearl Pink/Rosewood,DH3161-106,37,4.0,"Honouring a history rooted in tennis culture, the NikeCourt Legacy Next Nature brings you a time-tested staple in a design that's made from at least 20% recycled materials by weight. Its synthetic leather and retro design let you blend sport and fashion. Do good by looking good.",https://static.nike.com/a/images/t_PDP_1280_v1/f_auto/42a2232f-2280-402a-9211-a5aab324b2d2/nikecourt-legacy-next-nature-shoes-rdTfqH.png
https://www.nike.com/in/t/nikecourt-legacy-canvas-shoes-L6X9xF/CZ0294-104,NikeCourt Legacy Canvas,Women,3 995,0,3 995,White/Team Red/Metallic Gold/Phantom,CZ0294-104,33,4.8,"Honouring a history rooted in tennis culture, the NikeCourt Legacy Canvas brings you a classic in a modern, street-worthy design. Made from durable canvas and featuring heritage stitching and a retro Swoosh design, it lets you blend sport and fashion.",https://static.nike.com/a/images/t_PDP_1280_v1/f_auto/b4179aca-eba4-4dad-8df9-7350e7617c9e/nikecourt-legacy-canvas-shoes-L6X9xF.png
https://www.nike.com/in/t/dunk-low-se-shoes-5q0mnf/DV1160-101,Nike Dunk Low SE,Women,9 695,0,9 695,Sail/Black/Muslin/Team Red,DV1160-101,4,4.5,"Rewrite the Dunk story with this celebratory look inspired by sisterhood. From the colours (red nods to the origins of women's basketball) to the pendant honouring woman in sport, the '80s icon returns with classic details and throwback hoops flair. Its padded, low-cut collar lets you take your game anywhere—in comfort.",https://static.nike.com/a/images/t_PDP_1280_v1/f_auto/b4179aca-eba4-4dad-8df9-7350e7617c9e/nikecourt-legacy-canvas-shoes-L6X9xF.png
https://www.nike.com/in/t/zoom-fly-5-road-running-shoes-3sF4CW/DM8974-601,Nike Zoom Fly 5,Women,14 995,0,14 995,Hyper Pink/Laser Orange/Black,DM8974-601,44,4.6,Bridge the gap between your weekend training run and race day in a durable design that can be deployed not just at the starting line of your favourite race but in the days and months after your conquest. It offers comfort and reliability but with a propulsive sensation that'll help you feel fast and fresh. That kind of versatility is uncommon in the running arena. But who said you can't have it all?,https://static.nike.com/a/images/t_PDP_1280_v1/f_auto/5b7446cc-bc3e-4d8c-b0de-7b2751d1f610/zoom-fly-5-road-running-shoes-3sF4CW.png
https://www.nike.com/in/t/free-metcon-4-training-shoes-WK9VZ7/DQ4678-100,Nike Free Metcon 4 Premium,Women,11 895,0,11 895,White/Black/White/Multi-Colour,DQ4678-100,7,4.6,"The Nike Free Metcon 4 Premium combines flexibility with stability to help you get the most out of your training programme. Updated ""chain-link"" mesh cools and flexes as you speed through agility drills, while support at the midfoot and heel braces you for your heaviest sets in the weight room.",https://static.nike.com/a/images/t_PDP_1280_v1/f_auto/5f896a2b-5f33-4552-9780-a84f991447d2/free-metcon-4-training-shoes-WK9VZ7.png
https://www.nike.com/in/t/air-max-270-shoes-kXwJCs/FD0824-100,Nike Air Max 270,Women,14 995,0,14 995,White/Fuchsia Dream/Active Fuchsia/Bright Crimson,FD0824-100,0,0.0,"Legendary Air gets lifted. Our 1st lifestyle Air Max brings you comfort, bold style and 270 degrees of Air to showcase one of our greatest innovations yet. Add a lightweight, airy upper and a low-cut collar and you've got the perfect go-to kicks for everyday fun.",https://static.nike.com/a/images/t_PDP_1280_v1/f_auto/5f896a2b-5f33-4552-9780-a84f991447d2/free-metcon-4-training-shoes-WK9VZ7.png
https://www.nike.com/in/t/air-force-1-07-shoes-QNnTzL/FD1448-664,Nike Air Force 1 '07,Women,9 695,0,9 695,Pearl Pink/White/Pearl Pink/Coral Chalk,FD1448-664,0,0.0,"You'll score major points in this legendary classic. Crossing hardwood comfort with off-court flair, this hoops original pairs crisp leather with playful paisley-print accents for nothing-but-net style. Plus, hidden Nike Air units and durable '80s construction add the comfort you've come to expect from the AF-1.",https://static.nike.com/a/images/t_PDP_1280_v1/f_auto/5f896a2b-5f33-4552-9780-a84f991447d2/free-metcon-4-training-shoes-WK9VZ7.png
https://www.nike.com/in/t/zoom-superrep-4-next-nature-hiit-class-shoes-vL8WXL/DO9837-601,Nike Zoom SuperRep 4 Next Nature,Women,11 895,0,11 895,Pink Oxford/Sail/Sand Drift/White,DO9837-601,3,5.0,"The quad-burning box jumps that bring your ""why"" into focus. The sweat-soaked super-sets that leave you bent over double. This is what you live for: the struggle, the moment of truth, the breakthrough, the transformation. Designed for quick bursts of force, heart-thumping tempo changes and fast-paced workouts, this shoe helps push you to fresh HIIT heights.",https://static.nike.com/a/images/t_PDP_1280_v1/f_auto/07e5169b-fc5f-41c5-8528-b9d49309f055/zoom-superrep-4-next-nature-workout-shoes-vL8WXL.png
https://www.nike.com/in/t/pegasus-39-road-running-shoes-0ksHjP/DH4072-104,Nike Pegasus 39,Women,10 495,0,10 495,White/Pure Platinum/Wheat Gold,DH4072-104,100,4.6,"Let the Nike Pegasus 39 help you ascend to new heights. More lightweight up top than the Pegasus 38 and ideal to wear in any season, it has a supportive sensation to help keep your feet contained, while underfoot cushioning and double Zoom Air units (1 more than the Peg 38) give you an extra pop to your step. Your trusted workhorse with wings is back. Time to fly.",https://static.nike.com/a/images/t_PDP_1280_v1/f_auto/0c3a9173-891d-4753-9c70-830cfe858ef3/pegasus-39-road-running-shoes-0ksHjP.png
https://www.nike.com/in/t/air-force-1-07-lx-shoes-jzdMv2/DR0148-101,Nike Air Force 1 '07 LX,Women,11 895,0,11 895,Summit White/Muslin/Gum Light Brown/Black,DR0148-101,2,5.0,"In sneaker history, few styles last. Only 1 transcends every era—the Nike Air Force 1 '07 LX. Celebrate perfection with the b-ball original that delivers what you know best: woven fabric, bold details and some extra flash to keep you shining.",https://static.nike.com/a/images/t_PDP_1280_v1/f_auto/0c3a9173-891d-4753-9c70-830cfe858ef3/pegasus-39-road-running-shoes-0ksHjP.png
https://www.nike.com/in/t/dunk-low-shoes-n0FtsK/FD0803-100,Nike Dunk Low,Unisex,9 695,0,9 695,White/Opti Yellow/Sail,FD0803-100,0,0.0,Love is simple—and this uplifting Valentine's Day take on the Dunk Low keeps it uncomplicated. The silky-smooth leather overlays and richly textured leather underlays add a luxe sensation that's easy to fall for while the super-wearable colours keep you coming back to 'em again and again. And that little yellow heart on the heel? Let's just say first impressions matter and this one's gonna leave a smile.,https://static.nike.com/a/images/t_PDP_1280_v1/f_auto/0c3a9173-891d-4753-9c70-830cfe858ef3/pegasus-39-road-running-shoes-0ksHjP.png
https://www.nike.com/in/t/free-metcon-4-training-shoes-hr4JbW/CT3886-004,Nike Free Metcon 4,Unisex,10 295,0,10 295,Anthracite/White/Citron Tint,CT3886-004,109,4.6,"The Nike Free Metcon 4 combines flexibility with stability to help you get the most out of your training programme. Updated ""chain-link"" mesh cools and flexes as you speed through agility drills, while support at the midfoot and heel braces you for your heaviest sets in the weight room.",https://static.nike.com/a/images/t_PDP_1280_v1/f_auto/a22f19be-c9b6-4c01-85ea-f513b2be8180/free-metcon-4-workout-shoes-hr4JbW.png
https://www.nike.com/in/t/air-jordan-1-mid-shoes-86f1ZW/BQ6472-079,Air Jordan 1 Mid,Women,11 495,0,11 495,Black/White/Gym Red,BQ6472-079,317,4.9,"The Air Jordan 1 Mid brings full-court style and premium comfort to an iconic look. Its Air-Sole unit cushions play on the hardwood, while the padded collar gives you a supportive feel.","https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/1f3586ce-7b81-45c6-9405-c2116a5ec967/air-jordan-1-mid-shoes-86f1ZW.png"
https://www.nike.com/in/launch/r/DN1791-100,"Women's Cortez White, Black and Light Photo Blue",Women,7 495,0,7 495,Color not available,Style code not available,0,0.0,"One word: tradition. From heritage running to fashion phenom to film star, the Cortez's retro appeal, sponge-soft midsole and see-saw detailing deliver decade after decade. This fresh take on the ubiquitous look goes big on tried and tested with Sail accents and iconic branding. A pulsing, Light Photo Blue stripe in the midsole brings the energy—putting the cherry on the bottom.","https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/1f3586ce-7b81-45c6-9405-c2116a5ec967/air-jordan-1-mid-shoes-86f1ZW.png"
https://www.nike.com/in/t/general-purpose-shoes-8NgvSW/DA6672-201,General Purpose,Unisex,9 695,0,9 695,Pecan/Dark Field Brown/Black/Dark Field Brown,DA6672-201,0,0.0,"Crafted to meet the demands of your daily routine, the General Purpose bridges outdoor vibes with court-side pomp. Leather and mesh come together for lightweight durability, while a custom Waffle outsole includes larger lugs for a trail-inspired aesthetic. Lace up and make life accessible with one shoe.","https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/1f3586ce-7b81-45c6-9405-c2116a5ec967/air-jordan-1-mid-shoes-86f1ZW.png"
https://www.nike.com/in/t/go-flyease-easy-on-off-shoes-3svRCL/DR5540-002,Nike Go FlyEase,Unisex,11 895,0,11 895,Black/White,DR5540-002,7,4.1,"Ditch the laces and get outside. These kicks feature Nike's revolutionary FlyEase technology, making on-and-off a breeze. With a heel that pivots open for a totally hands-free entry, they're great for people with limited mobility—or anyone who wants a quicker way to get going.",https://static.nike.com/a/images/t_PDP_1280_v1/f_auto/c76e2119-acb7-4944-9085-d4f5ae2bda4a/go-flyease-easy-on-off-shoes-3svRCL.png
https://www.nike.com/in/t/air-jordan-1-elevate-low-shoes-XlkVrM/DH7004-061,Air Jordan 1 Elevate Low,Women,11 895,0,11 895,Black/White/Gym Red,DH7004-061,19,4.9,"Rise to the occasion in style that soars. This shoe reworks an icon's original magic with a platform sole and low-cut silhouette. Air cushioning keeps you lifted, and sleek leather in contrasting colours adds visual interest.","https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/5acc983c-9da0-499c-8d80-09e59b909fdf/air-jordan-1-elevate-low-shoes-XlkVrM.png"
https://www.nike.com/in/t/air-force-1-shoes-pK50VL/DR9503-201,Nike Air Force 1 Premium,Women,11 895,0,11 895,Vachetta Tan/White,DR9503-201,2,5.0,"They say the way to the heart is through chocolate. They're wrong. Lace into true bliss with this crafted take on the b-ball original. Pairing smooth leather with waxed laces, it delivers love at first sight. The leather tongue label and dubrae add an artisan touch while Air cushioning puts the cherry on the bottom—setting you softly on cloud 9.",https://static.nike.com/a/images/t_PDP_1280_v1/f_auto/b2a96327-c0f4-44bc-b275-ba9722951f8f/air-force-1-shoes-pK50VL.png
https://www.nike.com/in/t/air-max-90-futura-shoes-x9msLm/FD0821-100,Nike Air Max 90 Futura,Women,13 995,0,13 995,White/Fuchsia Dream/Baltic Blue/Bright Crimson,FD0821-100,0,0.0,"We've re-imagined an icon of Air with bursts of high-energy colours and layered leather overlays to bring you skilfully crafted luxury. Plus, plush ankle padding mixes with tried-and-tested Air cushioning for comfort you have to feel to believe. With a design that's playful, sporty and oh-so comfortable, the Nike Air Max 90 Futura is all about stepping into the future. Are you ready?",https://static.nike.com/a/images/t_PDP_1280_v1/f_auto/87d7e901-4d08-4456-9d62-07e821aff45b/air-max-90-futura-shoes-x9msLm.png
https://www.nike.com/in/t/blazer-mid-77-se-shoes-RZSLVV/DV7003-100,Nike Blazer Mid '77 SE,Women,9 695,0,9 695,White/Muslin/Metallic Gold Star/Team Red,DV7003-100,0,0.0,"You're not just in the game, you're leading it. Celebrating women who ball and the off-court lifestyle embedded into everyday life, the Blazer Mid returns with nothin'-but-net style. Textured leather breaks in beautifully and adds a premium touch. And let's not forget the removable medallion. It can be tucked into the pocket on the Swoosh, worn as a pendant or added to a key ring—the options are endless.",https://static.nike.com/a/images/t_PDP_1280_v1/f_auto/87d7e901-4d08-4456-9d62-07e821aff45b/air-max-90-futura-shoes-x9msLm.png
https://www.nike.com/in/t/air-max-flyknit-racer-next-nature-shoes-f0WTvp/FD0822-500,Nike Air Max Flyknit Racer Next Nature,Women,14 995,0,14 995,Fuchsia Dream/Baltic Blue/Vivid Orange/Black,FD0822-500,0,0.0,"Paying homage to both heritage and innovation, the Nike Air Max Flyknit Racer goes beyond what's expected by blending an icon of the past with an icon of today. Incredibly light and stretchy Flyknit pairs with oh-so-soft cushioning for comfort you have to feel. Lace up and let your feet do the talking.",https://static.nike.com/a/images/t_PDP_1280_v1/f_auto/87d7e901-4d08-4456-9d62-07e821aff45b/air-max-90-futura-shoes-x9msLm.png
https://www.nike.com/in/t/air-max-systm-shoes-htD0rS/FD0825-600,Nike Air Max SYSTM,Women,9 195,0,9 195,Cosmic Fuchsia/White/Fuchsia Dream/Multi-Colour,FD0825-600,0,0.0,Take your sneaker game to the Max in kicks that bring back all the best retro trends. Crisp white leather is paired with a vibrant airy mesh to deliver added dimension to these radiant kicks. But it's the colour-changing tongue label that has us most excited. It shifts from white to orange when you step out into the light to add new energy to your look.,https://static.nike.com/a/images/t_PDP_1280_v1/f_auto/87d7e901-4d08-4456-9d62-07e821aff45b/air-max-90-futura-shoes-x9msLm.png
